Species,Common,Category
Rubus rosifolius,Roseleaf bramble berry,Domesticated Plant Fruit
Rubus spectabilis,Salmonberry,Domesticated Plant Fruit
Rubus strigosus,American red raspberry,Domesticated Plant Fruit
Rubus strigosus,Raspberry,Domesticated Plant Fruit
Rubus ursinus × rubus idaeus,Boysenberry,Domesticated Plant Fruit
Sageretia theezans,Sageretia,Domesticated Plant Fruit
Salacca zalacca,Salak,Domesticated Plant Fruit
Sambucus canadensis,American black elderberry,Domesticated Plant Fruit
Sambucus nigra,Elderberry,Domesticated Plant Fruit
Sambucus pubens,American red elderberry,Domesticated Plant Fruit
Sandoricum koetjape,Santol,Domesticated Plant Fruit
Santalum acuminatum,Desert quandong,Domesticated Plant Fruit
Sclerocarya birrea,Marula,Domesticated Plant Fruit
Serenoa repens,Saw palmetto fruit,Domesticated Plant Fruit
Shepherdia argentea,Silver buffaloberry,Domesticated Plant Fruit
Sicana odorifera,Cassabanana,Domesticated Plant Fruit
Siraitia grosvenorii,Luóhàn guǒ,Domesticated Plant Fruit
Solanum betaceum,Tamarillo,Domesticated Plant Fruit
Solanum muricatum,Pepino,Domesticated Plant Fruit
Solanum quitoense,Naranjilla,Domesticated Plant Fruit
Sorbopyrus irregularis,Shipova,Domesticated Plant Fruit
Sorbus aucuparia,Rowan,Domesticated Plant Fruit
Sorbus domestica,Sorb,Domesticated Plant Fruit
Spondias dulcis,Ambarella,Domesticated Plant Fruit
Spondias mombin,Yellow mombin,Domesticated Plant Fruit
Spondias purpurea,Jocote,Domesticated Plant Fruit
Stelechocarpus burahol,Burahol,Domesticated Plant Fruit
Strychnos spinosa,Natal orange,Domesticated Plant Fruit
Synsepalum dulcificum,Miracle fruit,Domesticated Plant Fruit
Syzygium aqueum,Watery rose apple,Domesticated Plant Fruit
Syzygium australe,Brush cherry,Domesticated Plant Fruit
Syzygium cumini,Jambolan,Domesticated Plant Fruit
Syzygium fibrosum,Fibrous satinash,Domesticated Plant Fruit
Syzygium jambos,Malabar plum,Domesticated Plant Fruit
Syzygium luehmannii,Riberry,Domesticated Plant Fruit
Syzygium malaccense,Malay rose apple,Domesticated Plant Fruit
Syzygium samarangense,Wax apple,Domesticated Plant Fruit
Syzygium suborbiculare,Red bush apple,Domesticated Plant Fruit
Tamarindus indica,Tamarind,Domesticated Plant Fruit
Terminalia carpentariae,Wild peach,Domesticated Plant Fruit
Terminalia catappa,Country-almond,Domesticated Plant Fruit
Terminalia ferdinandiana,Gubinge,Domesticated Plant Fruit
Theobroma cacao,Cacao,Domesticated Plant Fruit
Theobroma grandiflorum,Cupuaçu,Domesticated Plant Fruit
Trichosanthes beccariana,Trichosanthes beccariana,Domesticated Plant Fruit
Triphasia trifolia,Limeberry,Domesticated Plant Fruit
Ugni molinae,Chilean guava,Domesticated Plant Fruit
Vaccinium corymbosum,Blueberry,Domesticated Plant Fruit
Vaccinium floribundum,Mortiño,Domesticated Plant Fruit
Vaccinium macrocarpon,Cranberry,Domesticated Plant Fruit
Vaccinium myrtillus,Bilberry,Domesticated Plant Fruit
Vaccinium ovatum,Huckleberry,Domesticated Plant Fruit
Vaccinium parvifolium,Red huckleberry,Domesticated Plant Fruit
Vaccinium vitis-idaea,Lingonberry,Domesticated Plant Fruit
Vangueria madagascariensis,Spanish tamarind,Domesticated Plant Fruit
Vasconcellea × heilbornii,Babaco,Domesticated Plant Fruit
Viburnum lentago,Nannyberry,Domesticated Plant Fruit
Ximenia americana,Yellow plum,Domesticated Plant Fruit
Ziziphus jujuba,Jujube,Domesticated Plant Fruit
Ziziphus mauritiana,Chinese date,Domesticated Plant Fruit
Agave fourcroydes,Sisal,Domesticated Plant Other
Camellia sinensis,Tea,Domesticated Plant Other
Cannabis indica,Marijuana,Domesticated Plant Other
Cannabis sativa,Marijuana,Domesticated Plant Other
Cinnamomum verum,Cinnamon,Domesticated Plant Other
Coffea arabica,Coffee,Domesticated Plant Other
Cola acuminata,Cola,Domesticated Plant Other
Cola nitida,Cola,Domesticated Plant Other
Corchorus capsularis,White Jute,Domesticated Plant Other
Corchorus capsularis,Tossa Jute,Domesticated Plant Other
Coriandrum sativum,Cilantro,Domesticated Plant Other
Croceus sativus,Saffron,Domesticated Plant Other
Cuminum cyminum,Cumin,Domesticated Plant Other
Cymbopogon,Lemongrass,Domesticated Plant Other
Festuca arundinacea,Ornamental grass,Domesticated Plant Other
Gossypium,Cotton,Domesticated Plant Other
Gylcine max,Soybean,Domesticated Plant Other
Hibiscus cannabinus,Kenaf,Domesticated Plant Other
Jasminum,Jasmine,Domesticated Plant Other
Lagenaria siceraria,Calabash,Domesticated Plant Other
Linum usitatissimum,Flax,Domesticated Plant Other
Medicago sativa,Alfalfa,Domesticated Plant Other
Mentha balsamea,Peppermint,Domesticated Plant Other
Mentha spicata,Spearmint,Domesticated Plant Other
Myristica fragrans,Nutmeg,Domesticated Plant Other
Nicotiana tabacum,Tobacco,Domesticated Plant Other
Origanum vulgare,Oregano,Domesticated Plant Other
Papaver somniferum,Opium,Domesticated Plant Other
Petroselinum crispum,Parsley,Domesticated Plant Other
Pimenta dioica,Allspice,Domesticated Plant Other
Saccharum officinarum,Sugar Cane,Domesticated Plant Other
Salvia rosmarinus,Rosemary,Domesticated Plant Other
Sesamum indicum,sesame,Domesticated Plant Other
Spirodela polyrhiza,Giant duckweed,Domesticated Plant Other
Theobroma cacoa,Chocolate,Domesticated Plant Other
Thinopyrum intermedium,intermediate wheatgrass,Domesticated Plant Other
Thymus vulgaris,Thyme,Domesticated Plant Other
Amaranthus caudatus,"c(""quelite"", ""love-lies-bleeding"")",Domesticated Plant Student
Amaranthus dubius,spleen amaranth,Domesticated Plant Student
Amaranthus hybridus,"c(""green pigweed"", ""smooth amaranth"", ""smooth pigweed"", ""slim amaranth"")",Domesticated Plant Student
Amaranthus hypochondriacus,"c(""Prince-of-Wales-feather"", ""Prince-of-Wales feather"")",Domesticated Plant Student
Amaranthus tricolor,Joseph's-coat,Domesticated Plant Student
Begonia x hiemalis,NA,Domesticated Plant Student
Beta vulgaris,common beet,Domesticated Plant Student
Brassica rupestris,mustard,Domesticated Plant Student
Cenchrus americanus,pearl millet,Domesticated Plant Student
Cercocebus atys,Sooty Mangabey,Domesticated Plant Student
Citrus aurantiifolia,Key Lime,Domesticated Plant Student
Citrus aurantium,sour orange,Domesticated Plant Student
Citrus sinensis,Sweet orange,Domesticated Plant Student
Corchorus olitorius,nalta jute,Domesticated Plant Student
Corylus avellana,common filbert,Domesticated Plant Student
Coturnix japonica,Japanese Quail,Domesticated Plant Student
Dioscorea,Yams,Domesticated Plant Student
Fragaria x ananassa,Strawberry,Domesticated Plant Student
Helianthus annuus,"c(""common sunflower"", ""sunflower"", ""wild sunflower"", ""annual sunflower"")",Domesticated Plant Student
Humulus lupulus,common hop,Domesticated Plant Student
Linanthus pungens,granite prickly phlox,Domesticated Plant Student
Linum bienne,pale flax,Domesticated Plant Student
Malus domestica,Apple,Domesticated Plant Student
Persea americana,avocado,Domesticated Plant Student
Pogostemon cablin,patchouli,Domesticated Plant Student
Prunus cerasifera,"c(""myrobalan plum"", ""ciruela chabacana"", ""cherry plum"")",Domesticated Plant Student
Prunus dulcis,"c(""sweet almond"", ""almond"", ""almendro"")",Domesticated Plant Student
Solanum pimpinellifolium,currant tomato,Domesticated Plant Student
Sorghum bicolor,"c(""broom-corn"", ""black amber"", ""chicken corn"", ""shattercane"", ""wild cane"", ""shatter cane"", ""sorghum"", ""broomcorn"")",Domesticated Plant Student
Sphenostylis stenocarpa,African yam bean,Domesticated Plant Student
Abelmoschus esculentus,Okra,Domesticated Plant Vegetable
Achillea millefolium,Yarrow,Domesticated Plant Vegetable
Acmella oleracea,Paracress,Domesticated Plant Vegetable
Adansonia,Kuka,Domesticated Plant Vegetable
Alaria esculenta,Dabberlocks (Badderlocks),Domesticated Plant Vegetable
Allium × proliferum,Tree onion[2],Domesticated Plant Vegetable
Allium ampeloprasum ,Elephant garlic,Domesticated Plant Vegetable
Allium ampeloprasum ,Kurrat,Domesticated Plant Vegetable
Allium ampeloprasum ,Pearl onion,Domesticated Plant Vegetable
Allium cepa,Onion,Domesticated Plant Vegetable
Allium cepa ,Potato onion,Domesticated Plant Vegetable
Allium cepa ,Shallot,Domesticated Plant Vegetable
Allium fistulosum,Welsh onion,Domesticated Plant Vegetable
Allium porrum,Leek,Domesticated Plant Vegetable
Allium sativum,Garlic,Domesticated Plant Vegetable
Allium schoenoprasum,Chives,Domesticated Plant Vegetable
Allium tricoccum,Wild leek,Domesticated Plant Vegetable
Allium tuberosum,Garlic chives,Domesticated Plant Vegetable
Allium wakegi,Spring onion / Scallion,Domesticated Plant Vegetable
Alpinia galanga,Galangal,Domesticated Plant Vegetable
Amaranthus cruentus,Amaranth,Domesticated Plant Vegetable
Amorphophallus paeoniifolius,Elephant foot yam,Domesticated Plant Vegetable
Anethum graveolens,Dill,Domesticated Plant Vegetable
Apios americana,American groundnut,Domesticated Plant Vegetable
Apium graveolens,Celery,Domesticated Plant Vegetable
Apium graveolens,Celery,Domesticated Plant Vegetable
Apium graveolens ,Celeriac,Domesticated Plant Vegetable
Arachis hypogaea,Peanut,Domesticated Plant Vegetable
Arctium lappa,Burdock,Domesticated Plant Vegetable
Armoracia rusticana,Horseradish,Domesticated Plant Vegetable
Arracacia xanthorrhiza,Arracacha,Domesticated Plant Vegetable
Asparagus officinalis,Asparagus,Domesticated Plant Vegetable
Atriplex hortensis,Orache,Domesticated Plant Vegetable
Bambusa vulgarisPhyllostachys edulis,Bamboo shoot,Domesticated Plant Vegetable
Barbarea verna,Land cress,Domesticated Plant Vegetable
Basella alba,Malabar spinach,Domesticated Plant Vegetable
Benincasa hispida,Winter melon,Domesticated Plant Vegetable
Beta vulgaris cicla ,Swiss chard,Domesticated Plant Vegetable
Beta vulgaris maritima,Sea beet,Domesticated Plant Vegetable
Beta vulgaris vulgaris,Beet (greens),Domesticated Plant Vegetable
Beta vulgaris vulgaris,Beetroot,Domesticated Plant Vegetable
Borago officinalis,Borage greens,Domesticated Plant Vegetable
Brassica napus,Yao choy (油菜 Yu choy),Domesticated Plant Vegetable
Brassica oleracea,Broccoli (leaves / stalks),Domesticated Plant Vegetable
Brassica rapa ,Bok choy (白菜),Domesticated Plant Vegetable
Cajanus cajan,Pigeon pea,Domesticated Plant Vegetable
Callophyllis variegata,Carola,Domesticated Plant Vegetable
Camassia,Camas,Domesticated Plant Vegetable
Canna,Canna,Domesticated Plant Vegetable
Capparis spinosa,Caper,Domesticated Plant Vegetable
Capsella bursa-pastoris,Shepherd's purse,Domesticated Plant Vegetable
Capsicum annuum,Bell pepper,Domesticated Plant Vegetable
Capsicum annuum ,Sweet pepper,Domesticated Plant Vegetable
Caulerpa,Sea grape,Domesticated Plant Vegetable
Celosia argentea,Soko,Domesticated Plant Vegetable
Chenopodium album,Fat hen,Domesticated Plant Vegetable
Chenopodium album,Lamb's quarters,Domesticated Plant Vegetable
Chenopodium bonus-henricus,Good King Henry,Domesticated Plant Vegetable
Chrysanthemum coronarium,Garland Chrysanthemum,Domesticated Plant Vegetable
Cicer arietinum,Chickpea,Domesticated Plant Vegetable
Cichorium endivia,Endive,Domesticated Plant Vegetable
Cichorium intybus,Chicory,Domesticated Plant Vegetable
Cichorium intybus,Radicchio,Domesticated Plant Vegetable
Citrullus Lanatus,Water melon,Domesticated Plant Vegetable
Cladosiphon okamuranus,Mozuku,Domesticated Plant Vegetable
Claytonia perfoliata,Miner's lettuce (Winter purslane),Domesticated Plant Vegetable
Cnidoscolus aconitifolius aconitifolius,Chaya,Domesticated Plant Vegetable
Coccinia grandis,Ivy gourd,Domesticated Plant Vegetable
Colocasia esculenta,Taro,Domesticated Plant Vegetable
Conopodium majus,Pignut,Domesticated Plant Vegetable
Corchorus olitoriusCorchorus capsularis,Melokhia,Domesticated Plant Vegetable
Cordyline fruticosa,Ti,Domesticated Plant Vegetable
Crambe maritima,Sea kale,Domesticated Plant Vegetable
Crassocephalum,Sierra Leone bologi,Domesticated Plant Vegetable
Crithmum maritimum,Samphire,Domesticated Plant Vegetable
Cucumis anguria,West Indian gherkin,Domesticated Plant Vegetable
Cucumis melo var. flexuosus,Armenian cucumber,Domesticated Plant Vegetable
Cucumis metuliferus,Kiwano / Horned melon,Domesticated Plant Vegetable
Cucumis sativus,Cucumber,Domesticated Plant Vegetable
Cucurbita,Pumpkin,Domesticated Plant Vegetable
Curcuma longa,Turmeric,Domesticated Plant Vegetable
Cyamopsis tetragonoloba,Guar,Domesticated Plant Vegetable
Cyclanthera pedata,Caigua / Achocha,Domesticated Plant Vegetable
Cymbopogon citratus,Lemongrass,Domesticated Plant Vegetable
Cynara cardunculus,Cardoon,Domesticated Plant Vegetable
Cynara cardunculus / scolymus,Artichoke,Domesticated Plant Vegetable
Cyperus esculentus,Tigernut,Domesticated Plant Vegetable
Daucus carota,Carrot,Domesticated Plant Vegetable
Eisenia bicyclis,Arame,Domesticated Plant Vegetable
Eleocharis dulcis,Water chestnut,Domesticated Plant Vegetable
Ensete ventricosum,Ensete,Domesticated Plant Vegetable
Eruca sativa,Arugula,Domesticated Plant Vegetable
Fernaldia pandurata,Loroco,Domesticated Plant Vegetable
Foeniculum vulgare ,Florence fennel,Domesticated Plant Vegetable
Glycine max,Soybean,Domesticated Plant Vegetable
Gracilaria,Ogonori,Domesticated Plant Vegetable
Helianthus tuberosus,Jerusalem artichoke,Domesticated Plant Vegetable
Hemerocallis fulva,Daylily[1],Domesticated Plant Vegetable
Hizikia fusiformis,Hijiki,Domesticated Plant Vegetable
Houttuynia cordata,Lizard's tail,Domesticated Plant Vegetable
Hypochaeris radicata,Catsear,Domesticated Plant Vegetable
Inula crithmoides,Golden samphire,Domesticated Plant Vegetable
Ipomoea aquatica,Water spinach,Domesticated Plant Vegetable
Ipomoea batatas,Sweet potato (Kumara),Domesticated Plant Vegetable
Lablab purpureus,Dolichos bean,Domesticated Plant Vegetable
Lactuca sativa,Lettuce,Domesticated Plant Vegetable
Lactuca sativa ,Celtuce,Domesticated Plant Vegetable
Lagenaria siceraria,Calabash / Bottle gourd,Domesticated Plant Vegetable
Laminaria japonica,Kombu,Domesticated Plant Vegetable
Lathyrus sativus,Indian pea,Domesticated Plant Vegetable
Lathyrus tuberosus,Earthnut pea,Domesticated Plant Vegetable
Lens culinaris,Lentil,Domesticated Plant Vegetable
Lepidium sativum,Cress,Domesticated Plant Vegetable
Luffa acutangula,Ridged gourd,Domesticated Plant Vegetable
Luffa cylindrica,Luffa,Domesticated Plant Vegetable
Lupinus mutabilis,Tarwi (Tarhui / Chocho),Domesticated Plant Vegetable
Macrotyloma uniflorum,Horse gram,Domesticated Plant Vegetable
Malva verticillata,Chinese mallow,Domesticated Plant Vegetable
Malvaceae,Mallow,Domesticated Plant Vegetable
Manihot esculenta,Cassava,Domesticated Plant Vegetable
Melothria scabra,Cucamelon / Mouse melon,Domesticated Plant Vegetable
Momordica charantia,Bitter melon / Bitter gourd,Domesticated Plant Vegetable
Momordica dioica,Spine gourd / Kantola,Domesticated Plant Vegetable
MonostromaEnteromorpha,Aonori,Domesticated Plant Vegetable
Moringa oleifera,Drumstick,Domesticated Plant Vegetable
Mucuna pruriens,Velvet bean,Domesticated Plant Vegetable
Nasturtium officinale,Watercress,Domesticated Plant Vegetable
Nelumbo nucifera,Lotus root,Domesticated Plant Vegetable
Olea europaea,Olive fruit,Domesticated Plant Vegetable
Opuntia ficus-indica,Nopal,Domesticated Plant Vegetable
Ornithogalum pyrenaicum,Prussian asparagus,Domesticated Plant Vegetable
Pachyrhizus ahipa,Ahipa,Domesticated Plant Vegetable
Pachyrhizus erosus,Jícama,Domesticated Plant Vegetable
Palmaria palmata,Dulse (Dillisk),Domesticated Plant Vegetable
Pastinaca sativa,Parsnip,Domesticated Plant Vegetable
Petroselinum crispum tuberosum,Hamburg parsley,Domesticated Plant Vegetable
Phaseolus acutifolius,Tepary bean,Domesticated Plant Vegetable
Phaseolus coccineus,Runner bean,Domesticated Plant Vegetable
Phaseolus lunatus,Lima bean,Domesticated Plant Vegetable
Phaseolus vulgaris,Common bean,Domesticated Plant Vegetable
Physalis philadelphica,Tomatillo,Domesticated Plant Vegetable
Phytolacca americana,Poke,Domesticated Plant Vegetable
Pisum sativum,Pea (sprouts / leaves),Domesticated Plant Vegetable
Plantago major,Greater plantain,Domesticated Plant Vegetable
Porphyra,Nori,Domesticated Plant Vegetable
Portulaca oleracea,Common purslane,Domesticated Plant Vegetable
Portulaca oleracea,Summer purslane,Domesticated Plant Vegetable
Praecitrullus fistulosus,Tinda,Domesticated Plant Vegetable
Psophocarpus tetragonolobus,Winged bean,Domesticated Plant Vegetable
Psoralea esculenta,Prairie turnip,Domesticated Plant Vegetable
Pteridium aquilinumAthyrium esculentum,Fiddlehead,Domesticated Plant Vegetable
Raphanus sativus,Radish,Domesticated Plant Vegetable
Raphanus sativus ,Daikon,Domesticated Plant Vegetable
Rumex acetosa,Sorrel,Domesticated Plant Vegetable
Sagittaria latifolia,Broadleaf arrowhead,Domesticated Plant Vegetable
Scorzonera hispanica,Scorzonera,Domesticated Plant Vegetable
Sechium edule,Chayote,Domesticated Plant Vegetable
Silene inflata,Sculpit / Stridolo,Domesticated Plant Vegetable
Sinapis alba,Mustard,Domesticated Plant Vegetable
Sium sisarum,Skirret,Domesticated Plant Vegetable
Smallanthus sonchifolius,Yacón,Domesticated Plant Vegetable
Solanum lycopersicum,Tomato,Domesticated Plant Vegetable
Solanum melongena,Eggplant / Aubergine / Brinjal,Domesticated Plant Vegetable
Solanum tuberosum,Potato,Domesticated Plant Vegetable
Spinacia oleracea,Spinach,Domesticated Plant Vegetable
Stachys affinis,Chinese artichoke,Domesticated Plant Vegetable
Stellaria,Chickweed,Domesticated Plant Vegetable
Talinum fruticosum,Lagos bologi,Domesticated Plant Vegetable
Taraxacum officinale,Dandelion,Domesticated Plant Vegetable
Telfairia occidentalis,Fluted pumpkin,Domesticated Plant Vegetable
Tetragonia tetragonioides,New Zealand Spinach,Domesticated Plant Vegetable
Tragopogon porrifolius,Salsify,Domesticated Plant Vegetable
Trapa natansTrapa bicornis,Water caltrop,Domesticated Plant Vegetable
Trichosanthes cucumerina,Snake gourd,Domesticated Plant Vegetable
Trichosanthes dioica,Pointed gourd,Domesticated Plant Vegetable
Tropaeolum tuberosum,Mashua,Domesticated Plant Vegetable
Ullucus tuberosus,Ulluco,Domesticated Plant Vegetable
Ulva lactuca,Sea lettuce,Domesticated Plant Vegetable
Undaria pinnatifida,Wakame,Domesticated Plant Vegetable
Valerianella locusta,Corn salad,Domesticated Plant Vegetable
Valerianella locusta,Lamb's lettuce,Domesticated Plant Vegetable
Vanilla,Vanilla,Domesticated Plant Vegetable
Veronica beccabunga,Brooklime,Domesticated Plant Vegetable
Vicia faba,Fava bean,Domesticated Plant Vegetable
Vigna acontifolia,Moth bean,Domesticated Plant Vegetable
Vigna angularis,Azuki bean,Domesticated Plant Vegetable
Vigna mungo,Urad bean,Domesticated Plant Vegetable
Vigna radiata,Mung bean,Domesticated Plant Vegetable
Vigna umbellata,Ricebean,Domesticated Plant Vegetable
Vigna unguiculata ,Asparagus bean,Domesticated Plant Vegetable
Vigna unguiculata unguiculata,Black-eyed pea,Domesticated Plant Vegetable
Vitis,Grape (leaves),Domesticated Plant Vegetable
Wasabia japonica,Wasabi,Domesticated Plant Vegetable
Zingiber officinale,Ginger,Domesticated Plant Vegetable
Zizania latifolia,Manchurian wild rice,Domesticated Plant Vegetable
