Relevant	hasMIDdatathonpublication	Authors_Contacted	Author_Contact_Comments	hasMIDdatathonderivedGeneticDataX	hasMIDdatathonpreservative	hasMIDdatathonpermitInformation	hasMIDdatathonyearCollected	hasMIDdatathonenvironmentalMedium	hasMIDdatathonhabitat	hasMIDdatathoncountry	hasMIDdatathoncoordinates	hasMIDdatathonlocality	hasMIDdatathonmaterialSampleID	Author_Response_Comments	hasPOSTdatathonderivedGeneticDataX	hasPOSTdatathonpreservative	hasPOSTdatathonpermitInformation	hasPOSTdatathonyearCollected	hasPOSTdatathonenvironmentalMedium	hasPOSTdatathonhabitat	hasPOSTdatathoncountry	hasPOSTdatathoncoordinates	hasPOSTdatathonlocality	hasPOSTdatathonmaterialSampleID	Metadata_Curator	Quality_Controller	datagroup	hasPOSTdatathonpublication	hasPREdatathonderivedGeneticDataX	hasPREdatathonpermitInformation	hasPREdatathonpreservative	hasPREdatathonyearCollected	hasPREdatathoncoordinates	hasPREdatathonmaterialSampleID	hasPREdatathonenvironmentalMedium	hasPREdatathonhabitat	hasPREdatathoncountry	hasPREdatathonlocality	hasPREdatathonpublication	registration_date_bioprj	author_response
TRUE	TRUE	FALSE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = TRUE|preservative = TRUE|derivedGeneticDataX = FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = TRUE|preservative = TRUE|derivedGeneticDataX = FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Samantha Queeno	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	MOST	MOST	FALSE	9/16/15	NA
TRUE	TRUE	TRUE	materialSampleID = FALSE|locality = FALSE general locations given but cannot link to specific samples|coordinates = FALSE locations given but cannot link to specific samples|country = FALSE locations given but cannot link to specific sample|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE samples taken between 2004-2009|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	materialSampleID = FALSE|locality = FALSE general locations given but cannot link to specific samples|coordinates = FALSE locations given but cannot link to specific samples|country = FALSE locations given but cannot link to specific sample|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE samples taken between 2004-2009|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Samantha Queeno	NA	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	9/22/15	FALSE
TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = FALSE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = SOME|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = SOME|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	SOME	TRUE	TRUE	TRUE	SOME	TRUE	TRUE	Nan Himmelsbach	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	9/22/15	TRUE
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""MOST Missing for some; only state/region given.” | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE” | preservative = ""FALSE"" | derivedGeneticDataX= ""FALSE”"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	MOST	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""MOST missing for CDM isolates from another lab.” | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE” | preservative = ""FALSE"" | derivedGeneticDataX= ""FALSE”"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	MOST	TRUE	TRUE	Samantha Queeno	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	9/28/15	TRUE
TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = FALSE|coordinates = SOME&SOME|country = TRUE|habitat = TRUE|environmentalMedium = TRUE| yearCollected = FALSE|permitInformation = TRUE| preservative = FALSE|derivedGeneticDataX= FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	SOME	FALSE	TRUE	materialSampleID = TRUE | locality = TRUE | coordinates = SOME&SOME | country = TRUE | habitat = TRUE|environmentalMedium = TRUE | yearCollected = FALSE | permitInformation = TRUE | preservative = FALSE | derivedGeneticDataX= FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	SOME	TRUE	TRUE	Randi Barton	Briana	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	10/6/15	TRUE
TRUE	TRUE	FALSE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = TRUE|derivedGeneticDataX = TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = TRUE|derivedGeneticDataX = TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Tanner Anderson	Andrea	nonmarine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	10/19/15	NA
TRUE	TRUE	TRUE	materialSampleID = FALSE|locality = FALSE|coordinates = FALSE|country =TRUE|habitat = TRUE|environmentalMedium =TRUE|yearCollected = FALSE|permitInformation = FALSE|preservative = TRUE|derivedGeneticDataX = TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	materialSampleID = FALSE|locality = FALSE|coordinates = FALSE|country =TRUE|habitat = TRUE|environmentalMedium =TRUE|yearCollected = FALSE|permitInformation = FALSE|preservative = TRUE|derivedGeneticDataX = TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	Nan Himmelsbach	NA	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	11/3/15	TRUE
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""TRUE"" | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation =""FALSE"" | preservative = ""FALSE"" | derivedGeneticDataX = ""TRUE"""	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""TRUE"" | country = ""TRUE"" | habitat = ""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation =""FALSE"" | preservative = ""FALSE"" | derivedGeneticDataX = ""TRUE"""	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Maryam Ghoojaei	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	MOST	MOST	FALSE	11/5/15	TRUE
TRUE	TRUE	TRUE	materialSampleID = FALSE|locality = TRUE|coordinates = TRUE|country = TRUE |habitat = FALSE|environmentalMedium = FALSE|yearCollected = FALSE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	materialSampleID = FALSE|locality = TRUE|coordinates = TRUE|country = TRUE |habitat = FALSE|environmentalMedium = FALSE|yearCollected = FALSE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	Thienthanh Trinh	NA	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	11/11/15	TRUE
TRUE	TRUE	TRUE	"materialSampleID =true, locality =""False (only states are given)"", coordinates =""False (only states are given)"", country =true, habitat =true, environmentalMedium = true, yearCollected = FALSE, permitInformation = some, preservative = true, derivedGeneticDataX = TRUE (no coordinates are given in paper and or supplementry information, given locality are to big to use fro Coordinates)"	TRUE	TRUE	SOME	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	"materialSampleID =true, locality =""False (only states are given)"", coordinates =""False (only states are given)"", country =true, habitat =true, environmentalMedium = true, yearCollected = FALSE, permitInformation = some, preservative = true, derivedGeneticDataX = TRUE (no coordinates are given in paper and or supplementry information, given locality are to big to use fro Coordinates)"	TRUE	TRUE	SOME	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	Alonso Delgado	Andrea	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	11/12/15	TRUE
TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = MOST|coordinates = MOST&MOST|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE|permitInformation = TRUE|preservative = TRUE|derivedGeneticDataX = FALSE|associatedReferences = FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	MOST	MOST	TRUE	materialSampleID = TRUE|locality = MOST|coordinates = MOST&MOST|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE|permitInformation = TRUE|preservative = TRUE|derivedGeneticDataX = FALSE|associatedReferences = FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	MOST	MOST	TRUE	Emily Farrell	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	11/22/15	FALSE
TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Nan Himmelsbach	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	11/25/15	FALSE
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" locality = ""MOST"" coordinates = ""MOST"" country = ""MOST"" habitat = ""TRUE"" environmentalMedium = ""TRUE"" yearCollected = ""FALSE"" permitInformation =""FALSE"" preservative = ""FALSE"" derivedGeneticDataX= ""FALSE"""	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	MOST	MOST	MOST	TRUE	"materialSampleID = ""TRUE"" locality = ""MOST"" coordinates = ""MOST"" country = ""MOST"" habitat = ""TRUE"" environmentalMedium = ""TRUE"" yearCollected = ""FALSE"" permitInformation =""FALSE"" preservative = ""FALSE"" derivedGeneticDataX= ""FALSE"""	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	MOST	MOST	MOST	TRUE	Beth Davis	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	11/25/15	TRUE
TRUE	TRUE	TRUE	"materialSampleID= ""FALSE"" | locality= ""TRUE"" | coordinates= ""TRUE"" | country= ""TRUE"" | habitat= ""FALSE"" | environmentalMedium= ""TRUE"" | yearCollected= ""TRUE"" | permitInformation= ""FALSE"" | preservative= ""FALSE""| derivedGeneticDataX= ""TRUE"""	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	"materialSampleID= ""TRUE"" | locality= ""TRUE"" | coordinates= ""TRUE"" | country= ""TRUE"" | habitat= ""TRUE"" | environmentalMedium= ""TRUE"" | yearCollected= ""TRUE"" | permitInformation= ""FALSE"" | preservative= ""FALSE""| derivedGeneticDataX= ""TRUE"""	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Courtney Weyand	Andrea	nonmarine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	12/1/15	TRUE
TRUE	TRUE	TRUE	"materialSampleID = ""FALSE"" | locality = ""TRUE"" | coordinates = ""TRUE"" | country = ""TRUE"" | habitat =""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE"" | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE"""	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	"materialSampleID = ""FALSE"" | locality = ""TRUE"" | coordinates = ""TRUE"" | country = ""TRUE"" | habitat =""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE"" | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE"""	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Ann Holmes	NA	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	12/18/15	FALSE
TRUE	TRUE	TRUE	"materialSampleID = ""FALSE"" | locality = ""TRUE"" | coordinates = ""FALSE"" | country = ""TRUE"" | habitat =""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""MOST"" | permitInformation = ""FALSE"" | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE"""	FALSE	FALSE	FALSE	MOST	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""FALSE"" | country = ""TRUE"" | habitat =""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""MOST"" | permitInformation = ""FALSE"" | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE"""	FALSE	FALSE	FALSE	MOST	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Ann Holmes	NA	nonmarine	TRUE	FALSE	FALSE	FALSE	MOST	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	12/23/15	FALSE
TRUE	TRUE	FALSE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Samantha Queeno	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	1/4/16	NA
TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = FALSE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = FALSE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Nan Himmelsbach	NA	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	1/14/16	FALSE
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""FALSE"" | country = ""FALSE"" | habitat =""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE"" | preservative = ""FALSE"" | derivedGeneticDataX = ""FALSE"""	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE | coordinates = ""TRUE"" | country = ""TRUE | habitat =""TRUE"" | environmentalMedium = ""TRUE"" | yearCollected = ""FALSE"" | permitInformation = ""FALSE"" | preservative = ""FALSE"" | derivedGeneticDataX = ""TRUE"""	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Ann Holmes	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1/14/16	TRUE
TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = FALSE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = FALSE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Nan Himmelsbach	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	MOST	FALSE	1/18/16	TRUE
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" locality = ""TRUE"" coordinates = ""TRUE"" country = ""TRUE"" habitat = ""TRUE"" environmentalMedium = ""TRUE"" yearCollected = ""FALSE"" permitInformation = ""FALSE"" preservative = ""TRUE"" derivedGeneticDataX= ""FALSE"""	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	"materialSampleID = ""TRUE"" locality = ""TRUE"" coordinates = ""TRUE"" country = ""TRUE"" habitat = ""TRUE"" environmentalMedium = ""TRUE"" yearCollected = ""FALSE"" permitInformation = ""FALSE"" preservative = ""TRUE"" derivedGeneticDataX= ""FALSE"""	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Beth Davis	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	1/26/16	FALSE
TRUE	TRUE	TRUE	materialSampleID = FALSE|locality = MOST|coordinates = FALSE|country = FALSE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = MOST|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	MOST	TRUE	TRUE	FALSE	FALSE	MOST	FALSE	materialSampleID = FALSE|locality = TRUE|coordinates = FALSE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	Nan Himmelsbach	NA	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	1/31/16	TRUE
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE""| locality = ""FALSE""| coordinates = ""SOME data lost""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""FALSE, data lost""| permitInformation = ""FALSE, data lost""| preservative = ""FALSE, data lost""| derivedGeneticDataX = ""FALSE, data lost"""	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	SOME	FALSE	TRUE	"materialSampleID = ""TRUE""| locality = ""FALSE, data lost""| coordinates = ""SOME, data lost""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""FALSE, data lost""| permitInformation = ""FALSE, data lost""| preservative = ""FALSE, data lost""| derivedGeneticDataX = ""FALSE, data lost"""	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	SOME	FALSE	TRUE	Sofia Beskid	NA	marine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	2/10/16	TRUE
TRUE	TRUE	TRUE	"materialSampleID = ""TRUE""| locality = ""TRUE""| coordinates = ""TRUE""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""FALSE""| permitInformation = ""FALSE""| preservative = ""FALSE""| derivedGeneticDataX = ""TRUE"""	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	"materialSampleID = ""TRUE""| locality = ""TRUE""| coordinates = ""TRUE""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""FALSE""| permitInformation = ""FALSE""| preservative = ""FALSE""| derivedGeneticDataX = ""TRUE"""	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Eric Crandall	Eric Crandall	marine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	2/13/16	FALSE
TRUE	TRUE	FALSE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""FALSE Used GeoReference"" | country = ""TRUE"" | habitat =""TRUE not given but intuitive"" | environmentalMedium = ""TRUE not given but intuitive"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE Not given"" | preservative = ""FALSE Not given"" | derivedGeneticDataX = ""FALSE Not given"""	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	"materialSampleID = ""TRUE"" | locality = ""TRUE"" | coordinates = ""FALSE Used GeoReference"" | country = ""TRUE"" | habitat =""TRUE not given but intuitive"" | environmentalMedium = ""TRUE not given but intuitive"" | yearCollected = ""TRUE"" | permitInformation = ""FALSE Not given"" | preservative = ""FALSE Not given"" | derivedGeneticDataX = ""FALSE Not given"""	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	Thienthanh Trinh	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	2/15/16	NA
TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = FALSE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Samantha Queeno	Michelle	nonmarine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	3/1/16	TRUE
TRUE	TRUE	FALSE	"materialSampleID = ""TRUE""| locality = ""TRUE""| coordinates = ""TRUE""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""TRUE""| permitInformation = ""FALSE""| preservative = ""TRUE""| derivedGeneticDataX = ""FALSE"""	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	"materialSampleID = ""TRUE""| locality = ""TRUE""| coordinates = ""TRUE""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""TRUE""| permitInformation = ""FALSE""| preservative = ""TRUE""| derivedGeneticDataX = ""FALSE"""	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Eric Crandall	Eric Crandall	marine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	3/3/16	NA
TRUE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = FALSE&FALSE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	materialSampleID = TRUE|locality = TRUE|coordinates = TRUE|country = TRUE|habitat = TRUE|environmentalMedium = TRUE|yearCollected = TRUE|permitInformation = FALSE|preservative = FALSE|derivedGeneticDataX = FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Emily Farrell	Eric	nonmarine	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	3/4/16	TRUE
TRUE	TRUE	FALSE	"materialSampleID = ""TRUE""| locality = ""TRUE""| coordinates = ""TRUE""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""TRUE""| permitInformation = ""FALSE""| preservative = ""TRUE""| derivedGeneticDataX = ""TRUE"""	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	"materialSampleID = ""TRUE""| locality = ""TRUE""| coordinates = ""TRUE""| country = ""TRUE""| habitat = ""TRUE""| environmentalMedium = ""TRUE""| yearCollected = ""TRUE""| permitInformation = ""FALSE""| preservative = ""TRUE""| derivedGeneticDataX = ""TRUE"""	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Sofia Beskid	Eric Crandall	marine	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	3/9/16	NA
